,Year,Total Revenue,Var Total Revenue (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,396832247.657667,,81900786.748333,,22015.510207,,2.083709,,0.123745,,0.0,,0.0,,20518.306669,,0.0,
1,2033.0000000000007,430483512.901798,0.08479972442451489,83001920.448448,0.013444726770434956,22202.823284,0.008508232388838355,2.241337,0.07564779918885045,0.122164,-0.012776273788839942,0.0,,0.0,,20744.606177,0.011029151267238912,0.0,
2,2034.0000000000002,466988396.165166,0.08479972442451134,84117858.590298,0.01344472677042563,22391.730063,0.008508232335305399,2.410889,0.07564770491898365,0.120603,-0.012777905111161947,0.0,,0.0,,20973.401576,0.011029151242874402,0.0,
3,2034.9999999999993,506588883.469418,0.08479972442451422,85248800.215558,0.013444726770427406,22582.244106,0.00850823239043974,2.593268,0.07564802859028363,0.119062,-0.012777459930515822,0.0,,0.0,,21204.720394,0.01102915124004955,0.0,
4,2035.9999999999998,549547481.184147,0.08479972442451422,86394947.041963,0.013444726770428073,22774.379086,0.008508232357162138,2.789443,0.07564779266932686,0.117541,-0.01277485679729884,0.0,,0.0,,21438.590463,0.01102915127643822,0.0,
5,2036.999999999999,596148956.146749,0.08479972442451511,87556503.499288,0.013444726770430293,22968.148795,0.008508232354800693,3.000458,0.075647718917361,0.11604,-0.012770012165967626,0.0,,0.0,,21675.03992,0.011029151259178027,0.0,
6,2038.0000000000005,646702223.343955,0.084799724424514,88733676.76581,0.013444726770428739,23163.567142,0.00850823236753584,3.227436,0.07564778443824238,0.114557,-0.01278007583591867,0.0,,0.0,,21914.097214,0.011029151267187176,0.0,
7,2038.999999999999,701542393.668241,0.08479972442451111,89926676.805262,0.013444726770430293,23360.648154,0.008508232380264547,3.471585,0.07564797566861126,0.113093,-0.012779664271934554,0.0,,0.0,,22155.791107,0.011029151264583703,0.0,
8,2039.9999999999998,761032995.323422,0.08479972442451422,91135716.404281,0.013444726770424298,23559.405976,0.008508232335409982,3.734203,0.0756478668965328,0.111649,-0.012768252677000325,0.0,,0.0,,22400.150678,0.011029151241762625,0.0,
9,2041.0000000000002,762547600.714327,0.0019901967460180803,90999085.921611,-0.0014991979880194517,23440.04749,-0.005066277397723362,3.760688,0.007092544245719923,0.110665,-0.00881333464697398,0.0,,0.0,,22305.786613,-0.004212653135975519,0.0,
10,2041.9999999999995,764065220.467953,0.0019901967460187464,90862660.275086,-0.001499197988016232,23321.293706,-0.005066277448911416,3.78736,0.007092319277749226,0.10969,-0.00881037365020565,0.0,,0.0,,22211.820072,-0.004212653094477159,0.0,
11,2043.0,765585860.583475,0.0019901967460196346,90726439.157615,-0.0014991979880248918,23203.141562,-0.00506627743252519,3.814221,0.007092275358032918,0.108724,-0.008806636885768881,0.0,,0.0,,22118.249378,-0.004212653159294755,0.0,
12,2044.0000000000002,767109527.072006,0.0019901967460185244,90590422.26257,-0.0014991979880166761,23085.58801,-0.0050662774127328,3.841273,0.007092404976009492,0.107766,-0.008811302012435185,0.0,,0.0,,22025.072866,-0.004212653108644271,0.0,
13,2044.9999999999993,768636225.956622,0.0019901967460151937,90454609.28378,-0.001499197988020784,22968.630016,-0.005066277451946988,3.868517,0.0070924404487782144,0.106817,-0.008806116957110866,0.0,,0.0,,21932.288874,-0.004212653123305987,0.0,
14,2045.9999999999993,770165963.272392,0.001990196746017414,90318999.915534,-0.0014991979880267792,22852.264565,-0.005066277393076413,3.895954,0.0070923819127588494,0.105876,-0.008809459168484413,0.0,,0.0,,21839.895749,-0.004212653112987685,0.0,
15,2046.9999999999995,771698745.066392,0.0019901967460198566,90183593.852581,-0.001499197988016232,22736.488652,-0.00506627746544297,3.923586,0.007092486204919091,0.104943,-0.008812195398390621,0.0,,0.0,,21747.891843,-0.004212653167275815,0.0,
16,2048.0,773234577.397729,0.001990196746017636,90048390.790125,-0.0014991979880176753,22621.299293,-0.005066277417021814,3.951414,0.007092491409644186,0.104019,-0.008804779737571766,0.0,,0.0,,21656.275519,-0.004212653100419517,0.0,
17,2049.000000000001,774773466.337575,0.0019901967460185244,89913390.423828,-0.0014991979880200068,22506.693515,-0.005066277427993038,3.979439,0.00709239780999904,0.103103,-0.00880608350397527,0.0,,0.0,,21565.045142,-0.00421265313696062,0.0,
18,2049.999999999999,776315417.969182,0.0019901967460191905,89778592.449809,-0.0014991979880148998,22392.668362,-0.0050662774131617905,4.007663,0.007092457002104924,0.102194,-0.008816426292154511,0.0,,0.0,,21474.199087,-0.004212653133893407,0.0,
