,Year,Total Revenue,Var Total Revenue (%),Total Revenues Heavies,Var Total Revenues Heavies (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,56736609.99679,,14174003.902537,,7899282.980216,,21641.871179,,3.591251,,0.119769,,0.0,,0.0,,,,,
1,2033.0000000000007,62622597.465842,0.10374231857322846,15747108.533365,0.11098519808834184,8196521.262119,0.03762851421419411,22456.222636,0.03762851420122093,3.820072,0.0637162370438602,0.120366,0.004984595346041232,0.0,,0.0,,,,,
2,2034.0000000000002,69119210.922028,0.10374231857325356,17494804.493259,0.1109851980883334,8504944.178939,0.03762851421436619,23301.216929,0.03762851422952029,4.063472,0.06371607655562506,0.120965,0.004976488377116395,0.0,,0.0,,,,,
3,2034.9999999999993,76289798.121032,0.10374231857324001,19436468.83546,0.11098519808833252,8824972.591867,0.037628514214178344,24178.007101,0.03762851419613078,4.322382,0.06371644741245919,0.121567,0.004976646137312413,0.0,,0.0,,,,,
4,2035.9999999999998,84204278.661593,0.10374231857324956,21593629.179301,0.11098519808832075,9157043.198481,0.03762851421431401,25087.789585,0.03762851421953517,4.597788,0.06371625645303913,0.122173,0.004984905443089049,0.0,,0.0,,,,,
5,2036.999999999999,92939825.763734,0.10374231857324157,23990202.391212,0.11098519808834562,9501609.128636,0.037628514214300024,26031.805832,0.03762851421411906,4.890741,0.06371607390336398,0.122781,0.004976549646812378,0.0,,0.0,,,,,
6,2038.0000000000005,102581618.776257,0.10374231857324312,26652759.755779,0.11098519808829699,9859140.562791,0.03762851421423652,27011.344008,0.03762851422300839,5.202361,0.06371631619830187,0.123393,0.004984484570088155,0.0,,0.0,,,,,
7,2038.999999999999,113223673.751103,0.10374231857324867,29610821.576875,0.1109851980883374,10230125.373598,0.03762851421422275,28027.74075,0.03762851421606328,5.533836,0.06371626267381303,0.124007,0.004975971084259179,0.0,,0.0,,,,,
8,2039.9999999999998,124969760.183423,0.10374231857324423,32897184.475143,0.11098519808834117,10615069.791632,0.03762851421425073,29082.382991,0.037628514206946795,5.886431,0.06371619975727505,0.124625,0.004983589636068819,0.0,,0.0,,,,,
9,2041.0000000000002,132502502.746227,0.060276522510308794,34827544.0966,0.05867856633492674,11016611.112028,0.03782747813043508,30182.496197,0.03782747811073284,6.01376,0.021630933922439644,0.125751,0.009035105315947867,0.0,,0.0,,,,,
10,2041.9999999999995,140489292.835682,0.06027652251030724,36871174.453156,0.05867856633495738,11433341.72794,0.03782747813045795,31324.223912,0.037827478136599035,6.143842,0.02163072686638645,0.126887,0.009033725377929347,0.0,,0.0,,,,,
11,2043.0,148957498.857749,0.06027652251030613,39034722.109152,0.05867856633492208,11865836.212112,0.03782747813048393,32509.140307,0.03782747813094489,6.276738,0.0216307645932301,0.128033,0.009031658089481365,0.0,,0.0,,,,,
12,2044.0000000000002,157936138.890727,0.06027652251030635,41325223.6398,0.058678566334944504,12314690.871925,0.03782747813043574,33738.879101,0.03782747813036469,6.412509,0.021630821614666784,0.129189,0.009028922230987169,0.0,,0.0,,,,,
13,2044.9999999999993,167455980.121765,0.060276522510307684,43750128.516454,0.05867856633493429,12780524.571566,0.0378274781304504,35015.135813,0.037827478150042504,6.551217,0.021630846833899264,0.130356,0.009033276826974523,0.0,,0.0,,,,,
14,2045.9999999999993,177549644.27706,0.060276522510306574,46317323.334769,0.058678566334942506,13263979.585292,0.03782747813040377,36339.670097,0.03782747812470988,6.692925,0.02163079012647562,0.131534,0.0090367915554328,0.0,,0.0,,,,,
15,2046.9999999999995,188251719.407023,0.06027652251030591,49035157.464525,0.05867856633493762,13765722.482978,0.03782747813049747,37714.308173,0.03782747813424647,6.837698,0.021630751876048127,0.132722,0.009031885292015707,0.0,,0.0,,,,,
16,2048.0,199598878.409464,0.0602765225103048,51912470.204551,0.058678566334932736,14286445.049152,0.03782747813039955,39140.94534,0.03782747811403153,6.985603,0.021630817857120954,0.133921,0.009033920525610029,0.0,,0.0,,,,,
17,2049.000000000001,211630004.696944,0.060276522510306574,54958619.53106,0.05867856633495272,14826865.236811,0.03782747813047305,40621.548594,0.037827478134180526,7.136708,0.02163091718782173,0.135131,0.009035177455365417,0.0,,0.0,,,,,
18,2049.999999999999,224386325.438916,0.06027652251030835,58183512.53289,0.0586785663349394,15387728.157299,0.037827478130409764,42158.159335,0.037827478128861,7.29108,0.021630701438254185,0.136352,0.009035676491700562,0.0,,0.0,,,,,
