,Year,Total Revenue,Var Total Revenue (%),Total Revenues Heavies,Var Total Revenues Heavies (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,415179646.287301,,139172017.743648,,56680946.703607,,15138.476628,,3.17039,,0.096054,,0.0,,0.0,,14686.170038,,0.0,
1,2033.0000000000007,469050338.187153,0.12975272844318075,157518455.180276,0.1318256193599332,59376352.849727,0.047554007173074675,15814.923973,0.04468397723380235,3.428555,0.08143004488406791,0.097772,0.017885772586253568,0.0,,0.0,,15030.309706,0.023432907770341016,0.0,
2,2034.0000000000002,529910899.344132,0.1297527284431792,178283423.095035,0.13182561935992831,62199936.359054,0.047554007173075785,16521.597676,0.04468397724873463,3.707743,0.08143022351982099,0.099521,0.017888557051098486,0.0,,0.0,,15382.513567,0.023432907763663913,0.0,
3,2034.9999999999993,598668284.365812,0.12975272844317898,201785745.766147,0.1318256193599332,65157792.578838,0.04755400717308689,17259.848371,0.04468397726888207,4.009665,0.081430131484302,0.101301,0.017885672370655525,0.0,,0.0,,15742.970589,0.02343290779039431,0.0,
4,2035.9999999999998,676347127.694676,0.12975272844318408,228386276.679776,0.13182561935993653,68256306.714514,0.04755400717307823,18031.087043,0.04468397725300033,4.336172,0.08142999477512469,0.103113,0.017887286403885483,0.0,,0.0,,16111.874167,0.023432907780299272,0.0,
5,2036.999999999999,764105012.887768,0.12975272844317987,258493439.056396,0.13182561935993076,71502167.613624,0.04755400717308089,18836.787727,0.044683977293137556,4.689267,0.08143011854695792,0.104958,0.017892991184428775,0.0,,0.0,,16489.422229,0.023432907809898706,0.0,
6,2038.0000000000005,863249723.127066,0.12975272844317853,292569496.760485,0.13182561935993498,74902382.205213,0.047554007173079116,19678.490321,0.04468397723639117,5.071115,0.08143021073442824,0.106836,0.017892871434288082,0.0,,0.0,,16875.817339,0.02343290775345941,0.0,
7,2038.999999999999,975258730.030623,0.12975272844318053,331137651.876759,0.1318256193599301,78464290.62588,0.04755400717307379,20557.803535,0.044683977259253105,5.484057,0.08143021800925432,0.108747,0.017887229023924478,0.0,,0.0,,17271.26681,0.023432907755295274,0.0,
8,2039.9999999999998,1101801211.190126,0.12975272844317898,374790077.928807,0.1318256193599341,82195582.065134,0.047554007173083335,21476.407961,0.04468397727588269,5.930624,0.08143004348787763,0.110692,0.017885550865770927,0.0,,0.0,,17675.982813,0.023432907814594728,0.0,
9,2041.0000000000002,1183670641.93088,0.07430508326662832,402857678.864622,0.07488885802667,85706530.703618,0.042714566285348976,22462.164943,0.04589952769523098,6.091694,0.027159030820365748,0.113038,0.021193943555089856,0.0,,0.0,,19029.422569,0.07656942023074365,0.0,
10,2041.9999999999995,1271623387.539817,0.07430508326662788,433027230.382068,0.07488885802666867,89367447.990444,0.04271456628533743,23493.167706,0.045899527744377,6.257138,0.02715894790513107,0.115434,0.021196411826111428,0.0,,0.0,,20486.494423,0.07656942026047875,0.0,
11,2043.0,1366111469.234755,0.0743050832666281,465456145.159833,0.07488885802667045,93184739.771385,0.04271456628535675,24571.493008,0.04589952770501027,6.427075,0.02715890236079188,0.11788,0.021189597518928682,0.0,,0.0,,22055.133424,0.07656942025371127,0.0,
12,2044.0000000000002,1467620495.707739,0.0743050832666281,500313624.332349,0.07488885802667022,97165085.515132,0.042714566285340094,25699.312933,0.04589952774268968,6.601628,0.027159010903093472,0.120379,0.02119952494061761,0.0,,0.0,,23743.882204,0.07656942025852076,0.0,
13,2044.9999999999993,1576672158.845113,0.07430508326662832,537781540.313782,0.074888858026668,101315450.00099,0.042714566285352085,26878.89926,0.04589952774516837,6.780921,0.0271589068635798,0.12293,0.021191403816280152,0.0,,0.0,,25561.937499,0.0765694202565459,0.0,
14,2045.9999999999993,1693826914.892267,0.0743050832666241,578055385.735704,0.07488885802666867,105643095.505787,0.042714566285346534,28112.628041,0.04589952769516814,6.965084,0.027158995068663927,0.125535,0.021190921662735063,0.0,,0.0,,27519.200234,0.0765694202591869,0.0,
15,2046.9999999999995,1819686864.842593,0.07430508326662832,621345293.449618,0.07488885802667156,110155594.511357,0.04271456628533565,29402.984392,0.04589952775379502,7.154249,0.027159040723701233,0.128196,0.021197275660174375,0.0,,0.0,,29626.329442,0.07656942026231706,0.0,
16,2048.0,1954898848.853911,0.07430508326662788,667877132.916306,0.07488885802667,114860842.954815,0.04271456628535453,30752.567489,0.04589952771485328,7.348551,0.027158965252677136,0.130913,0.02119410902056229,0.0,,0.0,,31894.800312,0.07656942026655811,0.0,
17,2049.000000000001,2100157770.595836,0.07430508326662788,717893688.702535,0.07488885802667045,119767074.044799,0.042714566285344535,32164.095813,0.04589952772251915,7.54813,0.027158959637076707,0.133688,0.02119728369222318,0.0,,0.0,,34336.966681,0.07656942025378233,0.0,
18,2049.999999999999,2256210168.613016,0.07430508326662832,771655927.234022,0.07488885802667067,124882872.667887,0.04271456628534187,33640.41262,0.04589952770888428,7.753129,0.027158912207394525,0.136521,0.021191131589970658,0.0,,0.0,,36966.128313,0.07656942025268698,0.0,
