,Year,Total Revenue,Var Total Revenue (%),Total Revenues Heavies,Var Total Revenues Heavies (%),Total Transactions,Var Total Transactions (%),AADT,Var AADT (%),Toll/AADT/mi,Var Toll/AADT/mi (%),Capture,Var Capture (%),Segment 8 Revenue,Var Segment 8 Revenue (%),Segment 8 Transactions,Var Segment 8 Transactions (%),Segment 8 AADT,Var Segment 8 AADT (%),Segment 8 Toll/AADT/mi,Var Segment 8 Toll/AADT/mi (%)
0,2032.0000000000005,473223153.390276,,146413323.938479,,84923463.971968,,23237.143809,,2.354193,,0.129343,,0.0,,0.0,,22606.31965,,0.0,
1,2033.0000000000007,520710212.248962,0.10034813072538418,160580819.238188,0.09676370236401421,88015624.826743,0.03641114846417115,24055.692865,0.03522588932306592,2.502286,0.06290605740480903,0.130772,0.011048143308876268,0.0,,0.0,,23326.222716,0.031845213070761824,0.0,
2,2034.0000000000002,572962508.697764,0.10034813072538551,176119213.836322,0.09676370236401688,91220374.809476,0.036411148464167375,24903.076039,0.03522588930426962,2.659696,0.06290647831622764,0.132216,0.011042119108065851,0.0,,0.0,,24069.051249,0.03184521309103672,0.0,
3,2034.9999999999993,630458225.421311,0.10034813072538373,193161161.024563,0.09676370236400844,94541813.419621,0.036411148464169374,25780.309039,0.03522588930886261,2.827008,0.06290643742743551,0.133676,0.01104253645549691,0.0,,0.0,,24835.535315,0.03184521309421551,0.0,
4,2035.9999999999998,693723529.842784,0.10034813072538662,211852150.118231,0.09676370236401288,97984189.424116,0.03641114846418381,26688.443352,0.03522588932608173,3.004844,0.06290608303902911,0.135152,0.01104162302881595,0.0,,0.0,,25626.428229,0.03184521307750199,0.0,
5,2036.999999999999,763337389.302722,0.10034813072538307,232351748.517448,0.09676370236401444,101551906.292379,0.036411148464171594,27628.567503,0.03522588929599557,3.193868,0.06290642708906025,0.136645,0.011046821356694547,0.0,,0.0,,26442.507296,0.0318452130631488,0.0,
6,2038.0000000000005,839936869.432044,0.10034813072538284,254834963.954748,0.09676370236401155,105249527.82921,0.03641114846416715,28601.808363,0.03522588928630932,3.394782,0.06290616894624335,0.138153,0.01103589593472143,0.0,,0.0,,27284.574575,0.03184521307203658,0.0,
7,2038.999999999999,924222964.206883,0.10034813072538684,279493738.558809,0.096763702364012,109081784.012783,0.036411148464168486,29609.332499,0.03522588932884951,3.608336,0.06290654304164445,0.139679,0.011045724667578805,0.0,,0.0,,28153.457667,0.03184521311159205,0.0,
8,2039.9999999999998,1016967011.038516,0.10034813072538284,306538587.489319,0.09676370236401377,113053577.04521,0.036411148464179366,30652.347568,0.03522588930484094,3.835323,0.06290628145494215,0.141222,0.011046757207597402,0.0,,0.0,,29050.010525,0.031845213067768,0.0,
9,2041.0000000000002,1085868302.597553,0.06775174692114705,326219415.44873,0.0642034274399359,116127427.741537,0.02718932719039735,31423.856064,0.025169638126034677,3.994629,0.04153652769271332,0.142326,0.007817478863066718,0.0,,0.0,,29770.583307,0.024804561822099336,0.0,
10,2041.9999999999995,1159437777.024843,0.06775174692115171,347163820.017991,0.06420342743993634,119284854.370182,0.027189327190406898,32214.78315,0.02516963813699835,4.160553,0.04153677350262064,0.143439,0.007820075038994956,0.0,,0.0,,30509.02958,0.02480456178453072,0.0,
11,2043.0,1237991711.864652,0.06775174692115082,369452927.146287,0.0642034274399359,122528129.304511,0.02718932719039091,33025.617584,0.025169638120007054,4.333368,0.041536545742837605,0.144561,0.007822140422060864,0.0,,0.0,,31265.79269,0.02480456181064805,0.0,
12,2044.0000000000002,1321867813.017384,0.0677517469211475,393173071.346795,0.06420342743993435,125859586.702199,0.027189327190400014,33856.860427,0.02516963811155848,4.513362,0.04153674462911994,0.145692,0.0078236868865047,0.0,,0.0,,32041.326977,0.024804561799837144,0.0,
13,2044.9999999999993,1411426666.548149,0.06775174692114794,418416130.104346,0.06420342743993657,129281624.185094,0.027189327190403123,34709.025352,0.025169638125111415,4.700832,0.041536663799624396,0.146832,0.007824726134585402,0.0,,0.0,,32836.098053,0.02480456182637214,0.0,
14,2045.9999999999993,1507053288.857883,0.06775174692115082,445279879.753199,0.06420342743993546,132796704.564769,0.027189327190401125,35582.63896,0.02516963813130113,4.896088,0.04153647694705942,0.14798,0.007818459191456961,0.0,,0.0,,33650.583076,0.024804561787011403,0.0,
15,2046.9999999999995,1609158781.881271,0.06775174692115127,473868374.203397,0.06420342743993612,136407357.614988,0.027189327190404677,36478.241106,0.025169638120623672,5.099455,0.04153663087754955,0.149138,0.00782538180835246,0.0,,0.0,,34485.271044,0.024804561814422366,0.0,
16,2048.0,1718182100.427234,0.06775174692114816,504292347.982645,0.06420342743993546,140116181.892359,0.02718932719039402,37396.385234,0.02516963812295714,5.31127,0.04153679167675772,0.150304,0.007818262280572252,0.0,,0.0,,35340.663081,0.02480456180578061,0.0,
17,2049.000000000001,1834591939.259825,0.06775174692114727,536669645.154864,0.06420342743993657,143925846.6065,0.02718932719040046,38337.638718,0.025169638137758632,5.531882,0.04153658164619767,0.15148,0.007824143070044753,0.0,,0.0,,36217.272743,0.024804561815686244,0.0,
18,2049.999999999999,1958888748.032141,0.06775174692115127,571125675.77678,0.06420342743993501,147839093.54104,0.02718932719040379,39302.583211,0.025169638122416238,5.761658,0.04153667775270686,0.152665,0.00782281489305503,0.0,,0.0,,37115.626323,0.024804561800519043,0.0,
